repo,security_commit,security_event_id,security_ground_truth_policy,bugfix_commit,n_pairs,mean_delta_composite,median_delta_composite,positive_share
php-src,28f80baf3c53e267c9ce46a2a0fadbb981585132,CVE-2016-7412,strict_nvd_event,ee9773bdc6484496d1f5cf258b0bf48c4ba1c93f,1,-0.04028196760791419,-0.04028196760791419,0.0
php-src,20ce2fe8e3c211a42fee05a461a5881be9a8790e,CVE-2016-7124,strict_nvd_event,1ac68e7b079b33b012c9f69b986b31852370f2ee,1,-0.042325856088993474,-0.042325856088993474,0.0
php-src,1a23ebc1fff59bf480ca92963b36eba5c1b904c4,CVE-2017-12932,strict_nvd_event,69765d9220779a8667908ca455b6495750a35c0d,1,-0.04645941516322388,-0.04645941516322388,0.0
php-src,6c5211a0cef0cc2854eaa387e0eb036e012904d0,CVE-2016-5769,strict_nvd_event,f926c5ce81bb0c40929ab17acc53134d6fa75ad7,1,-0.053055359279187364,-0.053055359279187364,0.0
php-src,fb58e69a84f4fde603a630d2c9df2fa3be16d846,CVE-2013-3735,strict_nvd_event,8b4ef3a09f078a69a39ccf4429ed36382f559d4f,1,-0.10038199551736166,-0.10038199551736166,0.0
redis,b351d5a3210e61cc3b22ba38a723d6da8f3c298a,CVE-2024-31227,strict_nvd_event,01358df34eeaf55c38a433847f7dce440ccbfa93,1,0.036133688984557155,0.036133688984557155,1.0
redis,6ac3c0b7abd35f37201ed2d6298ecef4ea1ae1dd,CVE-2021-32672,strict_nvd_event,ef3a5f58a831ae5144e8bab48b09b079ee306ae9,1,0.03291789429200065,0.03291789429200065,1.0
redis,48e0d4788434833b47892fe9f3d91be7687f25c9,CVE-2023-28425,strict_nvd_event,6016973ac01b8b85a0361f885212b83443187304,1,0.026349116353917346,0.026349116353917346,1.0
redis,666ed7facf4524bf6d19b11b20faa2cf93fdf591,CVE-2021-32626,strict_nvd_event,a3a014294f019c17db5abba9011524626a41c7cf,1,0.02342808780704031,0.02342808780704031,1.0
redis,c6ad876774f3cc11e32681ea02a2eead00f2c521,CVE-2021-41099,strict_nvd_event,099203cb2a2bffe052231c7d15c5d6bb19951f00,1,0.018803794270072338,0.018803794270072338,1.0
redis,1ec82e6e97e1db06a72ca505f9fbf6b981f31ef7,CVE-2022-35977,strict_nvd_event,9ebf80a28c3ba12e9aedc7cee145637d1ed2ab5a,2,0.017631455665352902,0.017631455665352902,1.0
redis,643b5db235cb82508e72f11c7b4bbfc7dc39be56,CVE-2025-27151,strict_nvd_event,0288d70820095491c0cf7d9d89a7e6062a6418f2,1,0.005663433171718135,0.005663433171718135,1.0
redis,5674b0057ff2903d43eaff802017eddf37c360f8,CVE-2021-32675,strict_nvd_event,61cf011388a76a2d9cda052195730d372ea234fe,3,0.0034997539887556086,-0.00020708750865316983,0.3333333333333333
redis,16f408b1a0121cacd44cbf8aee275d69dc627f02,CVE-2023-22458,strict_nvd_event,1c1bd618c95e26a8ff5c12e70cbf0117233ef073,2,0.003185312065990764,0.003185312065990764,1.0
redis,bc7fe41e5857a0854d524e2a63a028e9394d2a5c,CVE-2023-28856,strict_nvd_event,698e7cbba68aaef86da731ca350279403acdd568,1,0.0007418011904903876,0.0007418011904903876,1.0
redis,a30d367a71b7017581cf1ca104242a3c644dec0f,CVE-2021-32687,strict_nvd_event,61cf011388a76a2d9cda052195730d372ea234fe,3,0.0007229510699367503,-0.0004743257113285493,0.3333333333333333
redis,9317bf64659b33166a943ec03d5d9b954e86afb0,CVE-2024-31228,strict_nvd_event,2f6537dc7fe7c64a77762c279c5e40de9c9065b0,1,0.0005371726222442308,0.0005371726222442308,1.0
redis,0bf90d944313919eb8e63d3588bf63a367f020a3,CVE-2022-3647,strict_nvd_event,b1ede2120ae51d3288aa133348bfda94f8542d4c,1,1.4297137183483244e-05,1.4297137183483244e-05,1.0
redis,46f4ebbe842620f0976a36741a72482620aa4b48,CVE-2021-31294,strict_nvd_event,ac36161694697f5f1af78d049ba71285c9cf0dcd,1,1.133876120051891e-06,1.133876120051891e-06,1.0
redis,5f83972188f6e5b1d6f1940218c650a9cbdf7741,CVE-2025-62507,strict_nvd_event,166ae607346495410975da31c39280d9987095f2,1,0.0,0.0,0.0
redis,9e505e6cd842338424e05883521ca1fb7d0f47f6,CVE-2023-41053,strict_nvd_event,b59f53efb31b36d0a307809f5d33bf66d66a4447,1,0.0,0.0,0.0
redis,4a7a4e42db8ff757cdf3f4a824f66426036034ef,CVE-2022-33105,strict_nvd_event,ee220599b0481cf4b10e8a5293691258fd6f35a6,1,-0.00011627229015254148,-0.00011627229015254148,0.0
redis,50188747cbfe43528d2719399a2a3c9599169445,CVE-2025-32023,strict_nvd_event,70ffa8ce5c6510bd7bf257a477e684d9a32ec1ac,1,-0.0023582144756773005,-0.0023582144756773005,0.0
redis,dcbfcb916ca1a269b3feef86ee86835294758f84,CVE-2022-36021,strict_nvd_event,772564fc9e7a4415c79ef47486db1aacf9cb8915,1,-0.004256428163009862,-0.004256428163009862,0.0
redis,45eac0262028c771b6f5307372814b75f49f7a9e,CVE-2025-46818,strict_nvd_event,644d94558a739656f81343f3b8a12205d53eeeb7,6,-0.006475761013419623,-0.0015444717666829866,0.3333333333333333
redis,f6a40570fa63d5afdd596c78083d754081d80ae3,CVE-2021-32627,strict_nvd_event,2e854bccc61c85146dd8aa487dc7516895d96d0a,11,-0.006478151371971083,-0.001131341915688866,0.36363636363636365
redis,2a2a582e7cd99ba3b531336b8bd41df2b566e619,CVE-2023-25155,strict_nvd_event,183b90a6254cbff960f912ba36896c09226d9dfe,3,-0.006532422349844229,0.0012568714930133451,0.6666666666666666
redis,f6a40570fa63d5afdd596c78083d754081d80ae3,CVE-2021-32628,strict_nvd_event,b099889a3a6dccf5243135f0611b8cdb11cab7b8,11,-0.008737877535176929,-0.009933068731141415,0.2727272727272727
redis,03345ddc7faf7af079485f2cbe5d17a1611cbce1,CVE-2023-45145,strict_nvd_event,61cf011388a76a2d9cda052195730d372ea234fe,1,-0.00916848307796403,-0.00916848307796403,0.0
redis,bde62951accfc4bb0a516276fd0b4b307e140ce2,CVE-2025-48367,strict_nvd_event,f2387daa837ea2ec58899f76b0d2b63cbc1f8db9,6,-0.01461295942058218,-0.0030088844316617236,0.16666666666666666
sqlite,ebd70eedd5d6e6a890a670b5ee874a5eae86b4dd,CVE-2019-19646,strict_nvd_event,4ccd61107f8f8fa04e990a6794df89d28f14d16e,1,0.04618247698268818,0.04618247698268818,1.0
sqlite,8654186b0236d556aa85528c2573ee0b6ab71be3,CVE-2019-19924,strict_nvd_event,8f14c4519782942cd659df0ad8acd2b115b420a5,3,0.032920171677469544,0.05296493965130078,0.6666666666666666
sqlite,57f7ece78410a8aae86aa4625fb7556897db384c,CVE-2019-19242,strict_nvd_event,3a4c9daa5c394e5959b65cad274c739eddbb3788,2,0.02551270519171253,0.02551270519171253,1.0
sqlite,522ebfa7cee96fb325a22ea3a2464a63485886a8,CVE-2019-19317,strict_nvd_event,43dc31cf1feff10d37e7a5dc3ce141698054768a,1,0.01815648635179773,0.01815648635179773,1.0
sqlite,527cbd4a104cb93bf3994b3dd3619a6299a78b13,CVE-2019-19603,strict_nvd_event,1c03a344004cbb40f702222470e021c18d0177a7,2,0.0029733932753652492,0.0029733932753652492,0.5
sqlite,56d2fd008b108109f489339f5fd55212bb50afd4,CVE-2025-29088,strict_nvd_event,9ee02515c45b8de7586e01024221cd9eb4d9b40b,1,6.57544063323301e-05,6.57544063323301e-05,1.0
sqlite,8428b3b437569338a9d1e10c4cd8154acbe33089,CVE-2019-19926,strict_nvd_event,4713b2d73ca0053671c7b6e8502647e1a2c0a411,1,-0.0041138541691341235,-0.0041138541691341235,0.0
sqlite,a6c1a71cde082e09750465d5675699062922e387,CVE-2019-20218,strict_nvd_event,871786b7927bc101e25e38d1c446cecd55939ed4,1,-0.0041549371381789935,-0.0041549371381789935,0.0
sqlite,396afe6f6aa90a31303c183e11b2b2d4b7956b35,CVE-2019-19923,strict_nvd_event,a631eb378d94eb10ade6a0c2d18b2e411c1da806,1,-0.004193788614950511,-0.004193788614950511,0.0
sqlite,e59c562b3f6894f84c715772c4b116d7b5c01348,CVE-2019-19244,strict_nvd_event,5b27ecafbcf2dbdb7b407f8cf89703a463fb1da7,1,-0.004229925380127508,-0.004229925380127508,0.0
sqlite,38096961c7cd109110ac21d3ed7dad7e0cb0ae06,CVE-2019-19645,strict_nvd_event,31d4e56b297266828938dffda1eff6575a5614e3,3,-0.004620506547517833,-0.0011219499989146287,0.3333333333333333
sqlite,75e95e1fcd52d3ec8282edb75ac8cd0814095d54,CVE-2019-19880,strict_nvd_event,b4afecc626c8db8a2d540279384a960c76cc6cf9,1,-0.008161071481086468,-0.008161071481086468,0.0
sqlite,54d501092d88c0cf89bec4279951f548fb0b8618,CVE-2019-19925,strict_nvd_event,0a4c31d87b99df0c6a0d76accaf1b8b58a6098f7,1,-0.03370231142745517,-0.03370231142745517,0.0
sqlite,d8f2d46cbc9925e034a68aaaf60aad788d9373c1,CVE-2019-19959,strict_nvd_event,38fdb2a857a476a862811d5e40952cab5d25f96f,1,-0.04375448605137017,-0.04375448605137017,0.0
zlib,9aaec95e82117c1cb0f9624264c3618fc380cecb,CVE-2016-9841,strict_nvd_event,6c9bd474aa08312ef2e2e9655a80e18db24a1680,1,0.003886460847787765,0.003886460847787765,1.0
zlib,e54e1299404101a5a9d0cf5e45512b543967f958,CVE-2016-9842,strict_nvd_event,6cef1de7403b553ce8f7e790e38531da6529f34f,1,0.0001196301052733828,0.0001196301052733828,1.0
zlib,6a043145ca6e9c55184013841a67b2fef87e44c0,CVE-2016-9840,strict_nvd_event,51370f365607fe14a6a7a1a27b3bd29d788f5e5b,1,9.645954212700314e-05,9.645954212700314e-05,1.0
zlib,eff308af425b67093bab25f80f1ae950166bece1,CVE-2022-37434,strict_nvd_event,1eb7682f845ac9e9bf9ae35bbfb3bad5dacbd91d,1,-8.862326615410865e-05,-8.862326615410865e-05,0.0
zlib,5c44459c3b28a9bd3283aaceab7c615f8020c531,CVE-2018-25032,strict_nvd_event,9674807c82ae06716a678d7374362acdb6f041b5,3,-0.0004642226307495038,5.8477053628269715e-06,0.6666666666666666
zlib,d1d577490c15a0c6862473d7576352a9f18ef811,CVE-2016-9843,strict_nvd_event,a0bf0f31d30088333aacf0b886d606c81a54bf21,1,-0.04542172100570707,-0.04542172100570707,0.0
